name,platform,r-date,score,user score,developer,genre,players,critics,users
Kerbal Space Program,PC,2015-04-27,88,8.2,"SQUADTeam,Squad",Small Spaceship,No Online Multiplayer,24,658
Kerbal Space Program,PC,2015-04-27,88,8.2,"SQUADTeam,Squad",Small Spaceship,No Online Multiplayer,24,658
Kerbal Space Program,PC,2015-04-27,88,8.2,"SQUADTeam,Squad",Simulation,No Online Multiplayer,24,658
Kerbal Space Program,PC,2015-04-27,88,8.2,"SQUADTeam,Squad",Space,No Online Multiplayer,24,658
Kerbal Space Program,PC,2015-04-27,88,8.2,"SQUADTeam,Squad",Combat,No Online Multiplayer,24,658
Tribes 2,PC,2001-03-28,88,8.3,Dynamix,Action,No info,28,50
Tribes 2,PC,2001-03-28,88,8.3,Dynamix,Shooter,No info,28,50
Tribes 2,PC,2001-03-28,88,8.3,Dynamix,Shooter,No info,28,50
Tribes 2,PC,2001-03-28,88,8.3,Dynamix,First-Person,No info,28,50
Tribes 2,PC,2001-03-28,88,8.3,Dynamix,Sci-Fi,No info,28,50
Tribes 2,PC,2001-03-28,88,8.3,Dynamix,Sci-Fi,No info,28,50
Tribes 2,PC,2001-03-28,88,8.3,Dynamix,Arcade,No info,28,50
Age of Empires II: The Conquerors Expansion,PC,2000-08-24,88,9.1,EnsembleStudios,Strategy,1-8 ,21,428
Age of Empires II: The Conquerors Expansion,PC,2000-08-24,88,9.1,EnsembleStudios,Real-Time,1-8 ,21,428
Age of Empires II: The Conquerors Expansion,PC,2000-08-24,88,9.1,EnsembleStudios,Historic,1-8 ,21,428
Age of Empires II: The Conquerors Expansion,PC,2000-08-24,88,9.1,EnsembleStudios,Historic,1-8 ,21,428
Age of Empires II: The Conquerors Expansion,PC,2000-08-24,88,9.1,EnsembleStudios,Command,1-8 ,21,428
Diddy Kong Racing,Nintendo64,1997-11-24,88,8.5,RareLtd.,Driving,1-4 ,15,176
Diddy Kong Racing,Nintendo64,1997-11-24,88,8.5,RareLtd.,Racing,1-4 ,15,176
Diddy Kong Racing,Nintendo64,1997-11-24,88,8.5,RareLtd.,Kart,1-4 ,15,176
Star Fox 64,Nintendo64,1997-07-01,88,8.8,Nintendo,Action,1-4 ,16,255
Star Fox 64,Nintendo64,1997-07-01,88,8.8,Nintendo,Shooter,1-4 ,16,255
Star Fox 64,Nintendo64,1997-07-01,88,8.8,Nintendo,Rail,1-4 ,16,255
NHL 09,Xbox360,2008-09-09,88,8.3,EACanada,Sports,No info,41,63
NHL 09,Xbox360,2008-09-09,88,8.3,EACanada,Traditional,No info,41,63
NHL 09,Xbox360,2008-09-09,88,8.3,EACanada,Team,No info,41,63
NHL 09,Xbox360,2008-09-09,88,8.3,EACanada,Ice Hockey,No info,41,63
NHL 09,Xbox360,2008-09-09,88,8.3,EACanada,Sim,No info,41,63
NHL 09,Xbox360,2008-09-09,88,8.3,EACanada,Sim,No info,41,63
Ori and the Blind Forest: Definitive Edition,XboxOne,2016-03-11,88,8.1,MoonStudios,Action,No Online Multiplayer,24,379
Ori and the Blind Forest: Definitive Edition,XboxOne,2016-03-11,88,8.1,MoonStudios,Platformer,No Online Multiplayer,24,379
Ori and the Blind Forest: Definitive Edition,XboxOne,2016-03-11,88,8.1,MoonStudios,2D,No Online Multiplayer,24,379
NieR: Automata,PlayStation4,2017-03-07,88,8.9,PlatinumGames,Role-Playing,No Online Multiplayer,101,3751
NieR: Automata,PlayStation4,2017-03-07,88,8.9,PlatinumGames,Action RPG,No Online Multiplayer,101,3751
Meteos,DS,2005-06-28,88,7.4,QEntertainment,Miscellaneous,1-4 ,49,175
Meteos,DS,2005-06-28,88,7.4,QEntertainment,Puzzle,1-4 ,49,175
Meteos,DS,2005-06-28,88,7.4,QEntertainment,Puzzle,1-4 ,49,175
Meteos,DS,2005-06-28,88,7.4,QEntertainment,Puzzle,1-4 ,49,175
Meteos,DS,2005-06-28,88,7.4,QEntertainment,Matching,1-4 ,49,175
Meteos,DS,2005-06-28,88,7.4,QEntertainment,Matching,1-4 ,49,175
Zero Escape: Virtue's Last Reward,3DS,2012-10-23,88,8.7,ChunSoft,Adventure,No Online Multiplayer,15,242
Zero Escape: Virtue's Last Reward,3DS,2012-10-23,88,8.7,ChunSoft,General,No Online Multiplayer,15,242
Zero Escape: Virtue's Last Reward,3DS,2012-10-23,88,8.7,ChunSoft,General,No Online Multiplayer,15,242
Zero Escape: Virtue's Last Reward,3DS,2012-10-23,88,8.7,ChunSoft,Visual Novel,No Online Multiplayer,15,242
Dishonored 2,XboxOne,2016-11-10,88,7.4,ArkaneStudios,Action Adventure,No Online Multiplayer,25,274
Dishonored 2,XboxOne,2016-11-10,88,7.4,ArkaneStudios,General,No Online Multiplayer,25,274
NHL 09,PlayStation3,2008-09-09,88,7.8,EACanada,Sports,No info,25,42
NHL 09,PlayStation3,2008-09-09,88,7.8,EACanada,Traditional,No info,25,42
NHL 09,PlayStation3,2008-09-09,88,7.8,EACanada,Team,No info,25,42
NHL 09,PlayStation3,2008-09-09,88,7.8,EACanada,Ice Hockey,No info,25,42
NHL 09,PlayStation3,2008-09-09,88,7.8,EACanada,Sim,No info,25,42
NHL 09,PlayStation3,2008-09-09,88,7.8,EACanada,Sim,No info,25,42
Rise of the Tomb Raider: 20 Year Celebration,PlayStation4,2016-10-11,88,8.0,"CrystalDynamics,NixxesSoftware",Action Adventure,2 ,55,1478
Rise of the Tomb Raider: 20 Year Celebration,PlayStation4,2016-10-11,88,8.0,"CrystalDynamics,NixxesSoftware",Linear,2 ,55,1478
Hyper Light Drifter,Switch,2018-09-06,88,7.8,HeartMachine,Role-Playing,No Online Multiplayer,21,81
Hyper Light Drifter,Switch,2018-09-06,88,7.8,HeartMachine,Action RPG,No Online Multiplayer,21,81
NHL 10,PlayStation3,2009-09-15,88,8.1,EACanada,Sports,No info,35,44
NHL 10,PlayStation3,2009-09-15,88,8.1,EACanada,Traditional,No info,35,44
NHL 10,PlayStation3,2009-09-15,88,8.1,EACanada,Team,No info,35,44
NHL 10,PlayStation3,2009-09-15,88,8.1,EACanada,Ice Hockey,No info,35,44
NHL 10,PlayStation3,2009-09-15,88,8.1,EACanada,Sim,No info,35,44
NHL 10,PlayStation3,2009-09-15,88,8.1,EACanada,Sim,No info,35,44
Uncharted: Drake's Fortune,PlayStation3,2007-11-16,88,7.9,"NaughtyDog,SCE/WWS",Action Adventure,No Online Multiplayer,66,3327
Uncharted: Drake's Fortune,PlayStation3,2007-11-16,88,7.9,"NaughtyDog,SCE/WWS",Modern,No Online Multiplayer,66,3327
Uncharted: Drake's Fortune,PlayStation3,2007-11-16,88,7.9,"NaughtyDog,SCE/WWS",Modern,No Online Multiplayer,66,3327
Uncharted: Drake's Fortune,PlayStation3,2007-11-16,88,7.9,"NaughtyDog,SCE/WWS",Linear,No Online Multiplayer,66,3327
Ori and the Will of the Wisps,PC,2020-03-11,88,8.6,MoonStudios,Action,No Online Multiplayer,44,848
Ori and the Will of the Wisps,PC,2020-03-11,88,8.6,MoonStudios,Platformer,No Online Multiplayer,44,848
Ori and the Will of the Wisps,PC,2020-03-11,88,8.6,MoonStudios,2D,No Online Multiplayer,44,848
The Banner Saga 3,XboxOne,2018-07-26,88,7.4,Stoic,Strategy,No Online Multiplayer,9,26
The Banner Saga 3,XboxOne,2018-07-26,88,7.4,Stoic,Turn-Based,No Online Multiplayer,9,26
The Banner Saga 3,XboxOne,2018-07-26,88,7.4,Stoic,Tactics,No Online Multiplayer,9,26
Tony Hawk's Pro Skater 1 + 2,XboxOne,2020-09-04,88,8.3,VicariousVisions,Sports,Up to 8 ,24,62
Tony Hawk's Pro Skater 1 + 2,XboxOne,2020-09-04,88,8.3,VicariousVisions,Individual,Up to 8 ,24,62
Tony Hawk's Pro Skater 1 + 2,XboxOne,2020-09-04,88,8.3,VicariousVisions,Skate / Skateboard,Up to 8 ,24,62
Tom Clancy's Rainbow Six Vegas,Xbox360,2006-11-20,88,8.2,UbisoftMontreal,Action,1-16 ,69,240
Tom Clancy's Rainbow Six Vegas,Xbox360,2006-11-20,88,8.2,UbisoftMontreal,Shooter,1-16 ,69,240
Tom Clancy's Rainbow Six Vegas,Xbox360,2006-11-20,88,8.2,UbisoftMontreal,Shooter,1-16 ,69,240
Tom Clancy's Rainbow Six Vegas,Xbox360,2006-11-20,88,8.2,UbisoftMontreal,First-Person,1-16 ,69,240
Tom Clancy's Rainbow Six Vegas,Xbox360,2006-11-20,88,8.2,UbisoftMontreal,Tactical,1-16 ,69,240
Tom Clancy's Rainbow Six Vegas,Xbox360,2006-11-20,88,8.2,UbisoftMontreal,Modern,1-16 ,69,240
Tom Clancy's Rainbow Six Vegas,Xbox360,2006-11-20,88,8.2,UbisoftMontreal,Modern,1-16 ,69,240
Super Street Fighter II Turbo HD Remix,Xbox360,2008-11-26,88,7.7,"BackboneEntertainment,BackboneEmeryville",Action,2  Online,34,52
Super Street Fighter II Turbo HD Remix,Xbox360,2008-11-26,88,7.7,"BackboneEntertainment,BackboneEmeryville",Fighting,2  Online,34,52
Super Street Fighter II Turbo HD Remix,Xbox360,2008-11-26,88,7.7,"BackboneEntertainment,BackboneEmeryville",Fighting,2  Online,34,52
Super Street Fighter II Turbo HD Remix,Xbox360,2008-11-26,88,7.7,"BackboneEntertainment,BackboneEmeryville",2D,2  Online,34,52
Super Street Fighter II Turbo HD Remix,Xbox360,2008-11-26,88,7.7,"BackboneEntertainment,BackboneEmeryville",2D,2  Online,34,52
Tiger Woods PGA Tour 2005,Xbox,2004-09-20,88,7.4,EASports,Sports,4  Online,26,17
Tiger Woods PGA Tour 2005,Xbox,2004-09-20,88,7.4,EASports,Traditional,4  Online,26,17
Tiger Woods PGA Tour 2005,Xbox,2004-09-20,88,7.4,EASports,Golf,4  Online,26,17
Tiger Woods PGA Tour 2005,Xbox,2004-09-20,88,7.4,EASports,Sim,4  Online,26,17
Tiger Woods PGA Tour 2004,PC,2003-09-22,88,7.3,Headgate,Sports,1-8 ,13,23
Tiger Woods PGA Tour 2004,PC,2003-09-22,88,7.3,Headgate,Traditional,1-8 ,13,23
Tiger Woods PGA Tour 2004,PC,2003-09-22,88,7.3,Headgate,Individual,1-8 ,13,23
Tiger Woods PGA Tour 2004,PC,2003-09-22,88,7.3,Headgate,Golf,1-8 ,13,23
Tiger Woods PGA Tour 2004,PC,2003-09-22,88,7.3,Headgate,Sim,1-8 ,13,23
Tiger Woods PGA Tour 2004,PC,2003-09-22,88,7.3,Headgate,Sim,1-8 ,13,23
Warcraft III: The Frozen Throne,PC,2003-07-01,88,9.2,BlizzardEntertainment,Strategy,1-12 ,23,1544
Warcraft III: The Frozen Throne,PC,2003-07-01,88,9.2,BlizzardEntertainment,Real-Time,1-12 ,23,1544
Warcraft III: The Frozen Throne,PC,2003-07-01,88,9.2,BlizzardEntertainment,Fantasy,1-12 ,23,1544
Warcraft III: The Frozen Throne,PC,2003-07-01,88,9.2,BlizzardEntertainment,General,1-12 ,23,1544
Warcraft III: The Frozen Throne,PC,2003-07-01,88,9.2,BlizzardEntertainment,Fantasy,1-12 ,23,1544
Tiger Woods PGA Tour 2003,Xbox,2002-10-27,88,6.9,EASports,Sports,1-4 ,14,11
Tiger Woods PGA Tour 2003,Xbox,2002-10-27,88,6.9,EASports,Traditional,1-4 ,14,11
Tiger Woods PGA Tour 2003,Xbox,2002-10-27,88,6.9,EASports,Golf,1-4 ,14,11
Tiger Woods PGA Tour 2003,Xbox,2002-10-27,88,6.9,EASports,Sim,1-4 ,14,11
Tactics Ogre: The Knight of Lodis,GameBoyAdvance,2002-05-11,88,8.8,Quest,Strategy,1-2 ,20,37
Tactics Ogre: The Knight of Lodis,GameBoyAdvance,2002-05-11,88,8.8,Quest,Turn-Based,1-2 ,20,37
Tactics Ogre: The Knight of Lodis,GameBoyAdvance,2002-05-11,88,8.8,Quest,Fantasy,1-2 ,20,37
Starcraft,PC,1998-03-31,88,9.1,BlizzardEntertainment,Strategy,1-8 ,15,1105
Starcraft,PC,1998-03-31,88,9.1,BlizzardEntertainment,Real-Time,1-8 ,15,1105
Starcraft,PC,1998-03-31,88,9.1,BlizzardEntertainment,Sci-Fi,1-8 ,15,1105
Starcraft,PC,1998-03-31,88,9.1,BlizzardEntertainment,Sci-Fi,1-8 ,15,1105
Starcraft,PC,1998-03-31,88,9.1,BlizzardEntertainment,Command,1-8 ,15,1105
Assassin's Creed IV: Black Flag,PlayStation3,2013-10-29,88,8.2,Ubisoft,Action Adventure,Up to 8 ,36,1004
Assassin's Creed IV: Black Flag,PlayStation3,2013-10-29,88,8.2,Ubisoft,Historic,Up to 8 ,36,1004
Assassin's Creed IV: Black Flag,PlayStation3,2013-10-29,88,8.2,Ubisoft,Historic,Up to 8 ,36,1004
Assassin's Creed IV: Black Flag,PlayStation3,2013-10-29,88,8.2,Ubisoft,Open-World,Up to 8 ,36,1004
Battlefield: Bad Company 2,PlayStation3,2010-03-02,88,8.5,EADICE,Action,Up to 24 ,59,623
Battlefield: Bad Company 2,PlayStation3,2010-03-02,88,8.5,EADICE,Shooter,Up to 24 ,59,623
Battlefield: Bad Company 2,PlayStation3,2010-03-02,88,8.5,EADICE,Shooter,Up to 24 ,59,623
Battlefield: Bad Company 2,PlayStation3,2010-03-02,88,8.5,EADICE,First-Person,Up to 24 ,59,623
Battlefield: Bad Company 2,PlayStation3,2010-03-02,88,8.5,EADICE,Modern,Up to 24 ,59,623
Battlefield: Bad Company 2,PlayStation3,2010-03-02,88,8.5,EADICE,Modern,Up to 24 ,59,623
Battlefield: Bad Company 2,PlayStation3,2010-03-02,88,8.5,EADICE,Arcade,Up to 24 ,59,623
The Last of Us: Left Behind,PlayStation3,2014-02-14,88,4.5,NaughtyDog,Action Adventure,Up to 8 ,69,2741
The Last of Us: Left Behind,PlayStation3,2014-02-14,88,4.5,NaughtyDog,General,Up to 8 ,69,2741
The Last of Us: Left Behind,PlayStation3,2014-02-14,88,4.5,NaughtyDog,Modern,Up to 8 ,69,2741
Far Cry 3,PC,2012-12-04,88,8.3,UbisoftMontreal,Action,Up to 4 ,43,4103
Far Cry 3,PC,2012-12-04,88,8.3,UbisoftMontreal,Shooter,Up to 4 ,43,4103
Far Cry 3,PC,2012-12-04,88,8.3,UbisoftMontreal,Shooter,Up to 4 ,43,4103
Far Cry 3,PC,2012-12-04,88,8.3,UbisoftMontreal,First-Person,Up to 4 ,43,4103
Far Cry 3,PC,2012-12-04,88,8.3,UbisoftMontreal,Modern,Up to 4 ,43,4103
Far Cry 3,PC,2012-12-04,88,8.3,UbisoftMontreal,Modern,Up to 4 ,43,4103
Far Cry 3,PC,2012-12-04,88,8.3,UbisoftMontreal,Arcade,Up to 4 ,43,4103
Tiger Woods PGA Tour 10,Wii,2009-06-08,88,7.7,EATiburon,Sports,1-4 ,44,65
Tiger Woods PGA Tour 10,Wii,2009-06-08,88,7.7,EATiburon,Traditional,1-4 ,44,65
Tiger Woods PGA Tour 10,Wii,2009-06-08,88,7.7,EATiburon,Individual,1-4 ,44,65
Tiger Woods PGA Tour 10,Wii,2009-06-08,88,7.7,EATiburon,Golf,1-4 ,44,65
Tiger Woods PGA Tour 10,Wii,2009-06-08,88,7.7,EATiburon,Sim,1-4 ,44,65
Tiger Woods PGA Tour 10,Wii,2009-06-08,88,7.7,EATiburon,Sim,1-4 ,44,65
DOOM Eternal,XboxOne,2020-03-19,88,8.4,idSoftware,Action,Up to 3 ,33,958
DOOM Eternal,XboxOne,2020-03-19,88,8.4,idSoftware,Shooter,Up to 3 ,33,958
DOOM Eternal,XboxOne,2020-03-19,88,8.4,idSoftware,First-Person,Up to 3 ,33,958
DOOM Eternal,XboxOne,2020-03-19,88,8.4,idSoftware,Arcade,Up to 3 ,33,958
Star Wars Pinball: Balance of the Force,Xbox360,2013-10-16,88,6.1,ZenStudios,Action,1 Player,10,8
Star Wars Pinball: Balance of the Force,Xbox360,2013-10-16,88,6.1,ZenStudios,Miscellaneous,1 Player,10,8
Star Wars Pinball: Balance of the Force,Xbox360,2013-10-16,88,6.1,ZenStudios,Parlor,1 Player,10,8
Star Wars Pinball: Balance of the Force,Xbox360,2013-10-16,88,6.1,ZenStudios,Pinball,1 Player,10,8
Star Wars Pinball: Balance of the Force,Xbox360,2013-10-16,88,6.1,ZenStudios,Pinball,1 Player,10,8
World Soccer Winning Eleven 8 International,PC,2005-02-16,88,7.4,KCET,Sports,1-8 ,7,27
World Soccer Winning Eleven 8 International,PC,2005-02-16,88,7.4,KCET,Traditional,1-8 ,7,27
World Soccer Winning Eleven 8 International,PC,2005-02-16,88,7.4,KCET,Team,1-8 ,7,27
World Soccer Winning Eleven 8 International,PC,2005-02-16,88,7.4,KCET,Soccer,1-8 ,7,27
World Soccer Winning Eleven 8 International,PC,2005-02-16,88,7.4,KCET,Sim,1-8 ,7,27
World Soccer Winning Eleven 8 International,PC,2005-02-16,88,7.4,KCET,Sim,1-8 ,7,27
Fight Night Round 2,Xbox,2005-02-28,88,8.2,EASports,Sports,2  Online,48,30
Fight Night Round 2,Xbox,2005-02-28,88,8.2,EASports,Traditional,2  Online,48,30
Fight Night Round 2,Xbox,2005-02-28,88,8.2,EASports,Boxing,2  Online,48,30
The Secret of Monkey Island: Special Edition,Xbox360,2009-07-15,88,8.4,LucasArts,Adventure,1 Player,35,84
The Secret of Monkey Island: Special Edition,Xbox360,2009-07-15,88,8.4,LucasArts,General,1 Player,35,84
The Secret of Monkey Island: Special Edition,Xbox360,2009-07-15,88,8.4,LucasArts,General,1 Player,35,84
The Secret of Monkey Island: Special Edition,Xbox360,2009-07-15,88,8.4,LucasArts,Point-and-Click,1 Player,35,84
Shovel Knight,WiiU,2014-06-26,88,8.4,YachtClubGames,Platformer,No info,24,311
Shovel Knight,WiiU,2014-06-26,88,8.4,YachtClubGames,2D,No info,24,311
Shovel Knight,WiiU,2014-06-26,88,8.4,YachtClubGames,Action,No info,24,311
Shovel Knight,WiiU,2014-06-26,88,8.4,YachtClubGames,Platformer,No info,24,311
Shovel Knight,WiiU,2014-06-26,88,8.4,YachtClubGames,2D,No info,24,311
Rayman Origins,PlayStationVita,2012-02-15,88,8.4,UBlartMontpellier,Action Adventure,No info,54,324
Rayman Origins,PlayStationVita,2012-02-15,88,8.4,UBlartMontpellier,Fantasy,No info,54,324
Rayman Origins,PlayStationVita,2012-02-15,88,8.4,UBlartMontpellier,Action,No info,54,324
Rayman Origins,PlayStationVita,2012-02-15,88,8.4,UBlartMontpellier,Platformer,No info,54,324
Rayman Origins,PlayStationVita,2012-02-15,88,8.4,UBlartMontpellier,Platformer,No info,54,324
Rayman Origins,PlayStationVita,2012-02-15,88,8.4,UBlartMontpellier,2D,No info,54,324
Rayman Origins,PlayStationVita,2012-02-15,88,8.4,UBlartMontpellier,2D,No info,54,324
Project Gotham Racing 3,Xbox360,2005-11-16,88,7.9,BizarreCreations,Driving,Up to 8 ,75,174
Project Gotham Racing 3,Xbox360,2005-11-16,88,7.9,BizarreCreations,Racing,Up to 8 ,75,174
Project Gotham Racing 3,Xbox360,2005-11-16,88,7.9,BizarreCreations,Simulation,Up to 8 ,75,174
Project Gotham Racing 3,Xbox360,2005-11-16,88,7.9,BizarreCreations,GT / Street,Up to 8 ,75,174
Project Gotham Racing 3,Xbox360,2005-11-16,88,7.9,BizarreCreations,GT / Street,Up to 8 ,75,174
Project Gotham Racing 3,Xbox360,2005-11-16,88,7.9,BizarreCreations,Automobile,Up to 8 ,75,174
NBA 2K17,PlayStation4,2016-09-16,88,6.2,VisualConcepts,Sports,Up to 10 ,47,301
NBA 2K17,PlayStation4,2016-09-16,88,6.2,VisualConcepts,Team,Up to 10 ,47,301
NBA 2K17,PlayStation4,2016-09-16,88,6.2,VisualConcepts,Basketball,Up to 10 ,47,301
NBA 2K17,PlayStation4,2016-09-16,88,6.2,VisualConcepts,Sim,Up to 10 ,47,301
Battlefield: Bad Company 2,Xbox360,2010-03-02,88,8.6,EADICE,Action,Up to 24 ,75,929
Battlefield: Bad Company 2,Xbox360,2010-03-02,88,8.6,EADICE,Shooter,Up to 24 ,75,929
Battlefield: Bad Company 2,Xbox360,2010-03-02,88,8.6,EADICE,Shooter,Up to 24 ,75,929
Battlefield: Bad Company 2,Xbox360,2010-03-02,88,8.6,EADICE,First-Person,Up to 24 ,75,929
Battlefield: Bad Company 2,Xbox360,2010-03-02,88,8.6,EADICE,Modern,Up to 24 ,75,929
Battlefield: Bad Company 2,Xbox360,2010-03-02,88,8.6,EADICE,Modern,Up to 24 ,75,929
Battlefield: Bad Company 2,Xbox360,2010-03-02,88,8.6,EADICE,Arcade,Up to 24 ,75,929
The World Ends with You,DS,2008-04-22,88,8.7,JupiterCorporation,Role-Playing,No Online Multiplayer,59,364
The World Ends with You,DS,2008-04-22,88,8.7,JupiterCorporation,Action RPG,No Online Multiplayer,59,364
The World Ends with You,DS,2008-04-22,88,8.7,JupiterCorporation,Action RPG,No Online Multiplayer,59,364
Torchlight II,PC,2012-09-20,88,8.5,RunicGames,Role-Playing,Online Multiplayer,67,2012
Torchlight II,PC,2012-09-20,88,8.5,RunicGames,Action RPG,Online Multiplayer,67,2012
Torchlight II,PC,2012-09-20,88,8.5,RunicGames,Action RPG,Online Multiplayer,67,2012
XCOM 2,PC,2016-02-05,88,7.3,FiraxisGames,Strategy,2 ,104,1560
XCOM 2,PC,2016-02-05,88,7.3,FiraxisGames,Turn-Based,2 ,104,1560
XCOM 2,PC,2016-02-05,88,7.3,FiraxisGames,General,2 ,104,1560
XCOM 2,PC,2016-02-05,88,7.3,FiraxisGames,Tactics,2 ,104,1560
Dishonored 2,PlayStation4,2016-11-10,88,7.9,ArkaneStudios,Action Adventure,No Online Multiplayer,62,1215
Dishonored 2,PlayStation4,2016-11-10,88,7.9,ArkaneStudios,General,No Online Multiplayer,62,1215
What Remains of Edith Finch,Switch,2019-07-04,88,7.8,GiantSparrow,Adventure,No Online Multiplayer,7,82
What Remains of Edith Finch,Switch,2019-07-04,88,7.8,GiantSparrow,3D,No Online Multiplayer,7,82
What Remains of Edith Finch,Switch,2019-07-04,88,7.8,GiantSparrow,First-Person,No Online Multiplayer,7,82
Injustice 2: Legendary Edition,PlayStation4,2018-03-27,88,7.7,NetherRealmStudios,Action,2 ,7,186
Injustice 2: Legendary Edition,PlayStation4,2018-03-27,88,7.7,NetherRealmStudios,Fighting,2 ,7,186
Injustice 2: Legendary Edition,PlayStation4,2018-03-27,88,7.7,NetherRealmStudios,2D,2 ,7,186
Cuphead,PC,2017-09-29,88,8.2,StudioMDHR,Action,No info,31,1271
Cuphead,PC,2017-09-29,88,8.2,StudioMDHR,Platformer,No info,31,1271
Cuphead,PC,2017-09-29,88,8.2,StudioMDHR,2D,No info,31,1271
Divinity: Original Sin Enhanced Edition,PlayStation4,2015-10-27,88,8.0,LarianStudiosGames,Role-Playing,2 ,39,557
Divinity: Original Sin Enhanced Edition,PlayStation4,2015-10-27,88,8.0,LarianStudiosGames,Action RPG,2 ,39,557
Divinity: Original Sin Enhanced Edition,PlayStation4,2015-10-27,88,8.0,LarianStudiosGames,Western-Style,2 ,39,557
Minecraft: Xbox One Edition,XboxOne,2014-11-18,88,7.1,"4JStudios,MojangAB",Action Adventure,Up to 8 ,14,349
Minecraft: Xbox One Edition,XboxOne,2014-11-18,88,7.1,"4JStudios,MojangAB",Adventure,Up to 8 ,14,349
Minecraft: Xbox One Edition,XboxOne,2014-11-18,88,7.1,"4JStudios,MojangAB",3D,Up to 8 ,14,349
Minecraft: Xbox One Edition,XboxOne,2014-11-18,88,7.1,"4JStudios,MojangAB",Sandbox,Up to 8 ,14,349
Minecraft: Xbox One Edition,XboxOne,2014-11-18,88,7.1,"4JStudios,MojangAB",First-Person,Up to 8 ,14,349
Minecraft: Xbox One Edition,XboxOne,2014-11-18,88,7.1,"4JStudios,MojangAB",Fantasy,Up to 8 ,14,349
Minecraft: Xbox One Edition,XboxOne,2014-11-18,88,7.1,"4JStudios,MojangAB",Fantasy,Up to 8 ,14,349
Guacamelee! Super Turbo Championship Edition,XboxOne,2014-07-02,88,7.0,DrinkBoxStudios,Action,No Online Multiplayer,7,195
Guacamelee! Super Turbo Championship Edition,XboxOne,2014-07-02,88,7.0,DrinkBoxStudios,Platformer,No Online Multiplayer,7,195
Guacamelee! Super Turbo Championship Edition,XboxOne,2014-07-02,88,7.0,DrinkBoxStudios,2D,No Online Multiplayer,7,195
XCOM: Enemy Within,Xbox360,2013-11-12,88,7.7,FiraxisGames,Sci-Fi,No info,16,94
XCOM: Enemy Within,Xbox360,2013-11-12,88,7.7,FiraxisGames,Strategy,No info,16,94
XCOM: Enemy Within,Xbox360,2013-11-12,88,7.7,FiraxisGames,Turn-Based,No info,16,94
XCOM: Enemy Within,Xbox360,2013-11-12,88,7.7,FiraxisGames,Sci-Fi,No info,16,94
XCOM: Enemy Within,Xbox360,2013-11-12,88,7.7,FiraxisGames,General,No info,16,94
XCOM: Enemy Within,Xbox360,2013-11-12,88,7.7,FiraxisGames,Tactics,No info,16,94
NCAA Football 2005,PlayStation2,2004-07-15,88,8.8,EATiburon,Sports,1-8 ,29,36
NCAA Football 2005,PlayStation2,2004-07-15,88,8.8,EATiburon,Traditional,1-8 ,29,36
NCAA Football 2005,PlayStation2,2004-07-15,88,8.8,EATiburon,Football,1-8 ,29,36
NCAA Football 2005,PlayStation2,2004-07-15,88,8.8,EATiburon,Sim,1-8 ,29,36
ESPN NHL Hockey,Xbox,2003-09-09,88,7.5,KushGames,Sports,1-10 ,25,27
ESPN NHL Hockey,Xbox,2003-09-09,88,7.5,KushGames,Traditional,1-10 ,25,27
ESPN NHL Hockey,Xbox,2003-09-09,88,7.5,KushGames,Ice Hockey,1-10 ,25,27
ESPN NHL Hockey,Xbox,2003-09-09,88,7.5,KushGames,Sim,1-10 ,25,27
NCAA Football 2004,Xbox,2003-07-16,88,7.9,EASports,Sports,1-4 ,13,21
NCAA Football 2004,Xbox,2003-07-16,88,7.9,EASports,Traditional,1-4 ,13,21
NCAA Football 2004,Xbox,2003-07-16,88,7.9,EASports,Football,1-4 ,13,21
NCAA Football 2004,Xbox,2003-07-16,88,7.9,EASports,Sim,1-4 ,13,21
FIFA Soccer 2003,Xbox,2002-11-12,88,7.7,EACanada,Sports,1-4 ,11,11
FIFA Soccer 2003,Xbox,2002-11-12,88,7.7,EACanada,Traditional,1-4 ,11,11
FIFA Soccer 2003,Xbox,2002-11-12,88,7.7,EACanada,Soccer,1-4 ,11,11
FIFA Soccer 2003,Xbox,2002-11-12,88,7.7,EACanada,Sim,1-4 ,11,11
Ratchet & Clank,PlayStation2,2002-11-04,88,8.8,InsomniacGames,Action,1 Player,43,411
Ratchet & Clank,PlayStation2,2002-11-04,88,8.8,InsomniacGames,Platformer,1 Player,43,411
Ratchet & Clank,PlayStation2,2002-11-04,88,8.8,InsomniacGames,3D,1 Player,43,411
Tiger Woods PGA Tour 2003,PlayStation2,2002-10-27,88,8.4,EASports,Sports,1-4 ,18,18
Tiger Woods PGA Tour 2003,PlayStation2,2002-10-27,88,8.4,EASports,Traditional,1-4 ,18,18
Tiger Woods PGA Tour 2003,PlayStation2,2002-10-27,88,8.4,EASports,Golf,1-4 ,18,18
Tiger Woods PGA Tour 2003,PlayStation2,2002-10-27,88,8.4,EASports,Sim,1-4 ,18,18
TimeSplitters 2,GameCube,2002-10-16,88,8.5,FreeRadicalDesign,Action,1-4 ,18,82
TimeSplitters 2,GameCube,2002-10-16,88,8.5,FreeRadicalDesign,Shooter,1-4 ,18,82
TimeSplitters 2,GameCube,2002-10-16,88,8.5,FreeRadicalDesign,First-Person,1-4 ,18,82
TimeSplitters 2,GameCube,2002-10-16,88,8.5,FreeRadicalDesign,Sci-Fi,1-4 ,18,82
